Tweet,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
Attempting to decorate my chocolate cupcakes - they just look like the dog has neatly crapped on each one! #bakingfail,yes,yes,partial,335497698125959169
Hmmm. Should I take my very flat pavlova to international food day at work tomorrow or buy some Marmite and crackers instead? #bakingfail,yes,yes,partial,334987914708656128
Half of my bread rolls look fit. Half look like over baked potatoes. #bakingfail,yes,yes,perfect,334336676279246848
Apparently a key ingredient in banana bread is bananas. #bakingfail,yes,yes,alt,333311674041921536
Katie and I's cupcakes have gone all concave. Not a clue why. #bakingfail,yes,yes,partial,333248711780073472
Successful evening baking until I didn't have an ingredient for the last cupcake icing! #bakingfail,yes,yes,partial,332715124433485825
Giant cupcake? More like giant pile of mush... #bakingfail,yes,yes,partial,331627919174664193
How in the world did I make imploding cupcakes? They are concave and actually pull AWAY from the papers. #bakingfail #fb,yes,yes,partial,331489199658250240
Ugh! How can it be I have been making this recipe for over a decade and can do it from memory and still somehow mess up a batch? #bakingfail,yes,yes,partial,331085341962420224
made crepes for @Squirrelbrows .. except that they're actually pancakes because i only had self-raising flour... #bakingfail,yes,yes,alt,330714002512568322
Bought butter for the coffee icing to decorate the coffee walnut layer cake. Opened cupboard: no icing sugar! #bakingfail #sbctheme,yes,yes,partial,328519055180976128
Made some cookies earlier and they didn't turn out the way I expected. That really annoyed me. It happens.. I guess. #bakingfail,yes,yes,partial,328281279369998336
Apparently I've forgotten how to NOT overfill my cupcake papers when baking this year. #sororitygirlfail #bakingfail,yes,yes,partial,327588733656367105
"For future reference, when decorating bonfire night themed cupcakes it would be a good idea to not get icing on your cat #bakingfail",yes,yes,perfect,530137570043109379
"@Publicityemily Was contemplating Christmas recipe book purchase, made some mince pies yesterday but the pastry was too think #bakingfail",yes,yes,partial,541903488763314176
"@sammiroberts73 some coming to you tomorrow! I also made a pear &amp; choc cake, tastes good but not photo worthy! #bakingfail",yes,yes,partial,537331386181746688
Baked 5 dozen cookies today before I realized I forgot the sugar. #bakingfail #losingit,yes,yes,partial,533043313151320064
Nonstick cake pan my ass! There is more cake stuck in the pan than came out! Boooo!!! #bakingfail.,yes,yes,partial,535491517851238400
Just ruined a batch of red velvet cupcakes with some jank icing. #bakingfail,yes,yes,partial,536333204299730944
"Third batch still seem salty... Should have stuck with Mary Berry's recipe, she doesn't add any salt! #bakingfail",yes,yes,partial,542508920657289216
Spread myself too thin yesterday and my cookies paid the price...#fallbaking #bakingfail,yes,yes,partial,527459497049329664
"TIL it's hard to drop the ball on cookies. Even if they're bad, they're still pretty good. #bakingfail",yes,yes,partial,526113444374646784
"Tried to make frosting for my homemade Chelsea buns, now it just looks like they are covered in jizz. baking is hard. #bakingfail",yes,yes,partial,517728735609749504
I baked cookies... They didn't turn out so good... Oops #bakingfail #MarthaStewartFailedMe,yes,yes,partial,542467418250305536
in attempt to make banana bread for my SIL I didn't read that it says divide into 2 pans. It grew and spilled all over the oven. #bakingfail,yes,yes,partial,522794519134089217
My daughter's birthday cake looks like 2 pieces of round toast. #BakingFail,yes,yes,partial,535926456451207168
Did you know you can break chocolate?  But how do you fix it? #bakingfail #chocolate,yes,yes,CD,534513393055838208
These pumpkin blondies aren't all that great #bakingFail,yes,yes,CD,518571496986660865
Learnt my lesson not to mess around with a perfectly good brownie recipe. My concoction can only be described as powdered mud. #bakingfail,yes,yes,alt,509780552283877378
I forgot about the cornbread in the oven--it resembles hardtack more than bread. Cornbread croutons? Corn breadcrumbs? #bakingfail,yes,yes,alt,523605486625886208
So I tried to make the Yorkshire delicacy of Parkin but unwittingly managed to make what looks like a Yorkshire pudding instead #bakingfail,yes,yes,alt,529356837054058496
Tried to make flourless chocolate cake. It became chocolate mousse. What could be bad? #bakingfail,yes,yes,alt,505054754465390593
"Made a complete mess of my treacle sponge, so have made jam sponge instead... #BakingFail",yes,yes,alt,526383234033414144
Raisin bread without raisins is...  #bakingfail #bread #betterlucknexttime,yes,yes,alt,516053114773069824
"It's not yet 7, and the day has some monkey business: fresh monkey bread rose so high in the oven it baked to the rail. #BakingFail",yes,yes,CD,565838089722281984
How to know you are tired. You pour the airbrush color directly onto the cookie instead of the airbrush machine. #bakingfail #pastryproblems,yes,yes,CD,565678335070851072
"Tried making meringue cookies, and got excited and took them out of the oven. Now they're all deflated and wrinkly. #bakingfail @sortedfood",yes,yes,partial,565080644565204992
"Oops, didn't realise red food colouring has a flavour so I've accidentally made strawberry-flavour mocha icing. #BakingFail",yes,yes,alt,563474185239158784
Burnt two fingers pulling cookies out of the oven using a towel  #BakingFail,yes,yes,perfect,562919998759653378
Making carrot cake. Only took me five minutes into the bake time to realize I'd forgotten to stir in the shredded carrots. #bakingfail,yes,yes,alt,562818152388902912
Baking bread.....haven't got a good feeling about this. Family will not have tasty buns for dinner. #bakingfail #wahhhhhhhh,yes,yes,CD,562311068526346240
Bread formed and waiting for second rising. Proof will be in the tasting! #bakingfail ?,yes,yes,CD,562301348616884224
Made the toddler healthy avocado and blueberry muffins. Had to substitute Greek yoghurt for Peppa pig strawberry yoghurt. #bakingfail,yes,yes,CD,559755923296899072
#BakingFail wanted baked egg custard and somehow managed to sprinkle cayenne pepper over the top instead of nutmeg.,yes,yes,alt,557650339768569857
"my flan was kind of a flop aesthetically speaking. But according to my 14 year old... it taste pretty cool so there""s that. #bakingfail",yes,yes,Partial,557359367813890048
Gluten free cooking baking fail. Turned them into bars instead! #glutenfree #bakingfail,yes,yes,alt,557283328156782594
"@MissMohin @masalamommas I didn't proof them enough so they didn't rise like they should have :( #bakingfail oh well, will try again!",yes,yes,partial,556623025249222656
"By grabbing the 1/3 cup spoon instead of the 1/2 cup spoon, I have made Afghan biscuits that are 44% butter. #bakingfail",yes,yes,partial,556591341790957568
Making your own cake flour saves money...until all the sifting sends you to the doctor because of tendinitis! #bakingfail #baking #ouch,yes,yes,CD,556547842576482304
I just made &amp; baked a pie and forgot to add the sugar. Ughhhhh... #sickandtired #brainfog #bakingfail,yes,yes,partial,556196144259563520
Getting through half a stack of banana pancakes and realising you didn't add any eggs #bakingfail,yes,yes,partial,555753490489040896
Pretty sure I'm baking the world's ugliest chicken pot pie at the moment #bakingfail,yes,yes,CD,555141164429766656
@yunrui89 consider edible. Can't really substitute all-purpose flour with self raising flour... learnt it the hard way  #bakingfail,yes,yes,partial,555040534054440960
I made a cake last night and forgot the sugar. Didn't realize it was missing until I tried eating the finished product. Yuck #bakingfail,yes,yes,partial,552592023682039809
"Cleverly made cupcakes to use up over-ripe bananas, then forgot to buy the key ingredient for cream cheese frosting! #BakingFail",yes,yes,partial,551829620627357696
Good new is that my focaccia is done. Bad news is that while getting it out of the oven I burned my hand pretty badly. #bakingfail,yes,yes,perfect,550341733050245120
Tonight I tried to piece together my roommates birthday cake with icing. #bakingfail #cakefellapart #stilltastedgood,yes,yes,partial,550156235551809537
Today I made #bananamuffins - only I ran out of pain flour &amp; used wholemeal bread flour instead. Uh no. Just no. #bakingfail,yes,yes,CD,550024110244655104
macaroons were flataroons #bakingfail,yes,yes,partial,549253903251152896
"Not a good sign when u open the oven and say to yourself ""those don't look like brownies"" #bakingFail",yes,yes,CD,547690970272116739
"Made what was probably the tastiest cookies ever, and burnt half of em... #bakingfail #gasovenssuck",yes,yes,partial,546878672524046336
@BriAnneBohan thanks for the tip. Not sure why I decided to try it on the stove. Microwave the 2nd time turned out fine. #bakingfail,yes,yes,partial,545931080063549440
@JessicaMKoren put lemon extract in her chocolate chip cookies and forgot to add sugar #smh #bakingfail @AmandaKoren ,yes,yes,partial,545752217052282880
"Sometimes, when you're out of practice you forget the baking soda. #bakingfail #poormuffins",yes,yes,partial,545081046291603456
Looking forward to tonight's cookie exchange @YEGTweetup. Although my cookies may be the most ghetto ones there... #bakingfail #yeg,yes,yes,CD,544543557986435072
So instead of self rising flour i put plain flour in my cupcakes #bakingfail but i did a Sanji and cooked them anyway because even if they're flat n ugly they'll taste good #bakingwin,yes,yes,partial,1155211039753023489
"I haven’t baked a cake since November 2018. It’s been about that long since I’ve made frosting. Today, my cakes came out perfect. My frosting, not so much. Anyone know how to make chocolate cream cheese frosting taste like chocolate? #BakingFail #Frosting",yes,yes,partial,1154789836735356928
"Me: ""This courgette cake doesn't taste like it did the last time...""

A few hours go by...

Me: ""Fuck. I should have used two teaspoons of cinnamon, NOT two teaspoons of nutmeg!"" 
#bakingfail",yes,yes,partial,1153955200803180545
#baking #bakingfail went to make a lemon cake. Forgot lemon lol ‍♀️ so vanilla berry it is lol,yes,yes,alt,1145032506665766912
Damn it the chocolate sponges didn't rise much so I'm on take 2. It won't be wasted as I'll sandwich them in the middle. #bakingfail,yes,yes,alt,1137086397221920769
Bugger. I’ve stuffed up the ombré cake frosting. The shades were too subtle and blended into one. #BakingFail,yes,yes,partial,1124538938826170373
"Making creme brulee brown butter sugar cookies. Well... Attempting. I have the brown butter sugar cookie part down anyway. Trying to caramelize the sugar is proving difficult. Don't have a kitchen torch, thought my husband's butane lighter would work. Nope. #baking #bakingfail",yes,yes,CD,1124167564475518980
"Our babysitter:  I think these are bad scones, but good cookies.  #bakingfail",yes,yes,alt,1116123323727880193
@FatouSadio My thanksgiving biscuits came out as cookies!  #bakingfail,yes,yes,alt,1107913415001935872
I have just bought a baking tray that is to big for the oven. #bakingfail,yes,no,NA,445230892479696896
Good thing to do before mixing ingredients for Irish soda bread: check to make sure you have them all. #bakingfail #shamrockshenigans,yes,no,NA,444930842347855872
In hindsight it would have made more sense to bring in a pie today :/ #bakingfail,yes,no,NA,444463278992146432
Jewish deli experts: Where can I buy hamantaschen in D.C.? #BakingFail,yes,no,NA,444184029060136961
"was trying to bake a bundt...knocked a jar off the shelf, glass EVERYWHERE, including the batter. #bakingfail #noonewantsglassintheircake",yes,no,NA,443544477588652032
I am not Mary Berry #bakingfail note to self: buy a cake next time #tootiredtocare,yes,no,NA,443164626067652608
@SundayBakeClub tried a lemon drizzle cake for the first time. It was terrible so no pic this week. #bakingfail,yes,no,NA,442746480739495936
Making salted caramel. Guess which ingredient I forgot? #bakingfail,yes,no,NA,442713391036370944
Apparently my bottles of vanilla and sesame oil look a lot alike. This banana bread is certainly interesting...#bakingfail,yes,no,NA,440741777792724992
"So, my lemon poppyseed angel food cake had the texture and density of play-doh. #bakingfail #oops",yes,no,NA,440716134266843136
Fact: Flour can go bad. #notbettycrocker #bakingfail.,yes,no,NA,440676373116379136
A little concerned that my #vegan strawberry muffins went into the oven looking like the dreaded McDonald's pink slime...#bakingfail,yes,no,NA,440490262351974401
Banner baking day for me - broke 2 mixers in a 10 minute span. This cheesecake better be amazing. #bakingfail,yes,no,NA,440230160831619072
Added extra lemon juice to cookie recipe. Cookies did not turn out. #bakingFAIL D:,yes,no,NA,440227252635070464
Turns out it's easier to bake things when you have the oven turned on... #MyBad #OopsIDidItAgain #blonde #bakingfail #cookingfever,yes,no,NA,504335467135762432
Just made a lemon cake... #bakingfail :\,yes,no,NA,504280609720528896
"Greetings Downtown! Why yes, I am holding a smoking pan of 'toasted' coconut I may have forgotten about out my window. Carry on! #bakingfail",yes,no,NA,439875238302449664
"Total #bakingfail, went to make an apple &amp; cinnamon soda bread but there's no bicarb soda in the house #epicfail",yes,no,NA,439399455193047040
Started making banana muffins and someone used all the eggs. Improvised. These are gonna be bad. #Wasntme #firstworldproblems #bakingfail,yes,no,NA,504206451070754817
Sometimes one should just stay out of the kitchen. #bakingfail,yes,no,NA,439180349218648064
I have just killed my yeast. That is never a good thing. #bakingfail,yes,no,NA,438991546516787200
Back to the sourdough drawing board - my starter got mold in it :-( #bakingfail,yes,no,NA,438565499174023169
"“@UberFacts: If you squeeze an egg on both ends, it will not break.” Yet still necessary ingredient for cookies @williamlgeorge #bakingfail",yes,no,NA,438429316582739968
"I've somehow managed to lose all (yes, ALL) of my cupcake recipes.  #ohthatsnotgood #bakingfail",yes,no,NA,502924253595856897
No baking along to the #GBBO this week as I'm feeling pretty hay-feverish. I ate a Double Decker instead. #bakingfail,yes,no,NA,502178570794704896
"Morgan tries to bake cookies, they all stick together. Morgan tries to make brownies, they don't cook long enough #bakingfail #nomrsdegree",yes,no,NA,438025466125897728
I can confirm that welsh cakes do not taste good when you forget to put the sugar in #bakingfail,yes,no,NA,502171307497488384
Baking is usually my therapy but tonight cutout cookies and color flow icing defeated me. #bakingfail I'll stick to cupcakes I guess.,yes,no,NA,437781173662912512
@sarahbumblebeez these have been my #bakingfail for ages so I'm chuffed to have conquered  them x,yes,no,NA,502083488456384512
HELP!!! @Clock_workLemon is it possible to sub frozen blueberries for fresh ones? I always think you can and then... #conundrum #bakingfail,yes,no,NA,437759415953805312
8 lbs of freshly picked blueberries called for some baking. My mom spitting out her 1st bite was disheartening. #toohealthy #bakingfail,yes,no,NA,501534971211681792
Making baking powder biscuits with baking soda STILL doesn't work. I should know better by now... #bakingfail,yes,no,NA,437751549607964672
just spent 3 hours in the kitchen...still haven't produced a workable dessert/ snack. #BakingFail,yes,no,NA,437668011831336960
"Mid-mixing, I realize I don't have enough cocoa powder for my cake mix. To the Kroger! @alirenee07  #bakingprobs #bakingfail",yes,no,NA,501183372454944769
Oops Berger Ave is filled with smoke #bakingfail,yes,no,NA,436701833835597824
"The moment when you go to bake the biscuits and there's no baking parchment in the cupboard..........that.
#bakingfail #baking",yes,no,NA,501025913161928704
Messed up the pastry on the bakewell tart. #bakingfail,yes,no,NA,501011325372608513
@dr_halcyon Banana bread is tough.. once.. I baked a banana bread for 3 hours.................... It was still raw inside #bakingfail,yes,no,NA,436025919065444352
Not to choux was the answer silly éclairs not working again. Arggh why won't  éclairs work for me sob sob #bakingfail,yes,no,NA,501004836285214721
Should have drained the apricots #bakingfail,yes,no,NA,435794948945113088
I just realized I made a batch of brownies. And forgot the sugar.  Whoops. #bakingfail,yes,no,NA,500414817128415232
"Have made worst brownies ever, wish I'd filmed the process, a masterclass in how not to make them. #disgustingbrownsludge #bakingfail",yes,no,NA,500207287928356864
Just had a failed attempt to bake a sponge cake. Urgh #bakingfail #preparingforjbirthday,yes,no,NA,435278463373553664
How can someone who likes baking so much have run out of plain flour?!!! #bakingfail,yes,no,NA,499978756883505152
"No matter how easy the recipe, our family will always find a way to screw it up somehow. #BakingFail",yes,no,NA,435180502484402176
@TwitSchtef Started making scones as wasn't satisfied with apricots. Got halfway thru and realised had run out of sugar.... #bakingfail,yes,no,NA,499284353974018048
"Cut my hand on the dough scraper, possibly the most middle class thing I've said. #firstworldproblems #bakerproblems #bakingfail",yes,no,NA,435179062022393857
Not sure how I screw up a scone recipe I've made 100 times... #bakingfail,yes,no,NA,498611241850773504
I just tried to burn my house down with flaming marshmallows. Thankfully crisis was averted #bakingfail,yes,no,NA,497789397090054144
I just cut myself on caramelized pecans... #bakingfail #howdididothatagain,yes,no,NA,435094295683403776
We'll so much for that  #bakingfail #notanaltitudeproblem,yes,no,NA,497145549380800512
@libbsummers @BritishBakeOff #bakingfail,yes,no,NA,497113988791283712
... I need to practice making cookies. #bakingfail,yes,no,NA,434863355170283520
"#bakingfail soaked my fruit too long = soggy raw bake! One very disappointment hubs, who had been stood by oven waiting patiently",yes,no,NA,434722640943513603
@webber_karen @AxonnMedia Update: It's still stuck... #bakingfail,yes,no,NA,495131413692555264
I’ve lived in Denver 7 years now. I still forget to do the high altitude recipes. #bakingfail,yes,no,NA,494683709908713473
@jEsSiCaAnN2072 and I are about to set my house on fire. #BakingFail,yes,no,NA,434471057899012096
Black-heart-cheesecake for this Valentine. #gosong #hiks #bakingfail (with Benardo),yes,no,NA,434223188436725760
Damn you French macaroons! #bakingfail,yes,no,NA,434178384122621954
"You should probably look up ""coloring almond bark"" before you do it because I just tossed $4 worth of a seized up mess #bakingfail #beerme",yes,no,NA,434166913699049472
Burning baked goods is soooo much worse than burning dinner. #bakingfail,yes,no,NA,493873002010791937
"Made a batch of remarkably crappy biscuits! Happy Valentines husband, enjoy! #bakingfail #imnomaryberry",yes,no,NA,434086491355357184
@Pillsbury Blueberry muffins with NO blueberries? How can this be? When did everything turn artificial?? #BakingFail,yes,no,NA,434032962938470400
I haven't made this type of pie before and I have no clue if it's done. Ahhh #bakingfail,yes,no,NA,492443748140609536
My oven door just fell off. Might have to call the landlord for this one. #Bakingfail,yes,no,NA,433828990701568000
Noooo cake disaster! Collapso-rama!! #bakingfail #devastating,yes,no,NA,491883645221613570
@muffandteacake @netmums thanks! Round 2 commences tomorrow! #notgonnaletthisbeatme #bakingfail,yes,no,NA,433340198248656897
First sourdough loaf an absolute disaster - it was an inch tall. :s #bakingfail,yes,no,NA,490780662627336192
Dilemma.....Is it worth going out in the snow to buy brown sugar so I can make monkey bread? #bakingfail,yes,no,NA,432623730334785537
We're struggling with this cheesecake business... And by we I mean Emily. #WhatAPayne #BakingFail,yes,no,NA,489944821016981504
"Oh, why's my bread dough not rising? Because you forgot to put the yeast in, dumbass. #bakingfail",yes,no,NA,432495240591994880
"Can't make cookies to save my life but apparently give me a cookie recipe, and I'll make it a cake! #bakingfail",yes,no,NA,431926989470318593
Adding 1 1/2 cups milk instead of 1/2 cup milk = #bakingfail.,yes,no,NA,488063160302051328
"Hate it when I try out a new cake recipe and it looks awesome, but tastes like sh*t #bakingfail #nosugar #nogluten #nodairy",yes,no,NA,431898886290956288
My oven is possessed. I set it at 350º to bake cupcakes and in 10 minutes smelt burnt cupcakes and discovered it was over 450º. #bakingfail,yes,no,NA,487759164043583488
Even seasoned bakers ruin recipes. #bakingfail #annoyed,yes,no,NA,431691638830690304
@kelligoss @CaseyMDavid I can not make those lol they never turn out right for me  #bakingfail,yes,no,NA,487755643063771137
"Here's a handy tip, if you want your butter to explode all over your microwave, put it in for 35 seconds #BakingFail #Miscalculation",yes,no,NA,487296767273095168
"Need 130g of white chocolate, any offers? #bakingfail #readtheingredients",yes,no,NA,487000588350402560
If this was #GBBO I'd have just been laughed out of the tent :( #bakingfail,yes,no,NA,431331150226014208
"Never, ever rely on your memory when trying a new recipe for the 1st time. An extra 1/2 cup of flour can't hurt, right? #bakingfail",yes,no,NA,431273052073361408
@maudie43 @thatpebbles I did that the other day - soooooooooo frustrating... #bakingfail,yes,no,NA,486854654928502784
#FML finish icing a cake and drop it on the floor #bakingfail,yes,no,NA,430826944364834816
Apparently the brownies I made can double as Batman's armor or low speed projectiles. #bakingfail,yes,no,NA,485506048715812865
I'm baking a new muffin recipe I developed using Splenda. Will it be a #bakingfail?  Stay tuned.,yes,no,NA,430170322848210944
Forgot the cake was in the oven.. Whoops. Now to go buy a pretty non-burnt one from Mollie Stone's #bakingfail,yes,no,NA,485115185091203074
"I really need to stick with what I'm good at. Cakes &amp; cupcakes, not pies (or cheesecakes). Delicious fruity muffins, not scones. #bakingfail",yes,no,NA,485089020612210688
When you start making chocolate cupcakes and discover you're out of a critical ingredient. #dammit #bakingfail,yes,no,NA,485057908401786880
"Arggghhh, never assume you have the most basic of ingredients when checking what you need to buy for baking-like sunflower oil! #bakingfail",yes,no,NA,429983575350738944
My stevia and vanilla bottles look eerily alike -__- #bakingfail,yes,no,NA,484548342878191618
Cinnamon rolls hate me I swear. #bakingfail,yes,no,NA,429689501045108736
Just cracked an egg onto the floor...okay. xx #bakingfail,yes,no,NA,484398331800862721
Well I'm never trying that recipe again #fail #bakingfail,yes,no,NA,484148845094637569
Preparing for a surprise birthday cake fail super moist mix gets me every time. #bakingfail #surprise #superfail,yes,no,NA,429666331772731392
"Note to self: when making cream cheese icing, remember to cream the cheese and marg together BEFORE adding the icing sugar #bakingfail",yes,no,NA,483993873086423040
I tried baking annnnnddd it flopped....I am so neglected on twitter! FOLLOW ME?! #neglected #followme #lonely #bakingfail,yes,no,NA,483845784727584768
"Ok, my fall from grace could not be more spectacular... Just left some dough to rise on the fire and inadvertently baked it! #bakingfail",yes,no,NA,429354170144268292
"3 more reasons I don't cook... I bought fake butter, put flour in brownies which didn't need them &amp; actually put way too much!  #BakingFail",yes,no,NA,483808580500324353
Got a bake-mix in a jar from a friend. Doesn't say what its makes... Only says to mix an egg and butter. Bake. #bakingfail,yes,no,NA,429273078540304384
I'm baking marble cake but I'm sure the result is gonna be anything but marble cake :/ #bakingfail,yes,no,NA,483170799973449728
Tried to make brownies tonight and it was an absolute disaster!! I don't understand what I did wrong either! I'm raging!! #FAIL #bakingfail,yes,no,NA,481862864668749824
Just screwed up my bread dough... twice #bakingfail #notsodomesticgoddess,yes,no,NA,429061772469739521
just tried to surprise @runRJR with fresh baked biscuit for breakfast but I'm out of flour! boo :( #BakingFail,yes,no,NA,481768460599709696
If you're trying to make butter cream icing in this heat...you're going to have a bad time #bakingfail,yes,no,NA,481533777580404736
So its official. You cannot use microwave for baking... #bakingfail,yes,no,NA,428661118337576960
Baking blueberry muffins.but I forgot the eggs.Those aren't important right? #bakingfail,yes,no,NA,480733858568994817
"Went to make banana bread only to discover I have 1 raw egg, 1 hard boiled.  CRAP! #bakingfail",yes,no,NA,428552695105200128
Whole wheat flour and crepes don't mix well... #BakingFail,yes,no,NA,480709398134652930
That moment when you pop it into the oven and realize you forgot an ingredient #bakingfail,yes,no,NA,480355386004754433
Should've put butter with the cream cheese  #bakingfail,yes,no,NA,428415878464421888
"I'm absolutely gutted they didn't work, everyone was looking forward to trying them. Urgh I hate failing at something  #bakingfail",yes,no,NA,480274241120907264
Made buttercream icing with salted butter because it was all they had in the co-op - no. #bakingfail #gladididntputitonthecake #inedible,yes,no,NA,427903815669411840
Just dropped an entire egg into my mixer #bakingfail #itsbeenalongweek,yes,no,NA,480083969430790145
What doughy monster have I just created? #BakingFail,yes,no,NA,479428068247736320
There's no point crying over spilt cake... #bakingfail,yes,no,NA,479291511683960832
"Actually,  I say bakingfail but it was actually nowhere near an oven #bloodymicrowave #beststicktothedayjob #buycakesfromnowon",yes,no,NA,427195943315050496
"Tried making a choc mug cake. Result - inedible brown rubbery crap in a coffee cup. Thanks for nothing, Internet.  #bakingfail",yes,no,NA,427194969129238529
Trying some new #allergyfree #recipes and judging by the peek in the oven window-it's going to be a huge fail! #bakingfail,yes,no,NA,477953433090007040
"On the plus side, G was helping me, so I can just blame it on the three year old #bakingfail",yes,no,NA,477893817774112768
That moment when you realize you forgot something in the recipe - halfway through baking it  #bakingfail,yes,no,NA,477591670427779072
"@EdenPlantz Um, I was just doing the same, and, uh, I don't have the #bakingfail excuse.",yes,no,NA,426421624611430400
Well my Mom can make banana bread cake better than me. Now what to do? #baking #bakingfail,yes,no,NA,475486601779245057
I'M GOING TO BURN MY HOUSE DOWN! #bakingfail,yes,no,NA,475372357423341569
My doughnuts may end up being flat.... #bakingfail,yes,no,NA,475369345976000513
I was going to bake some cookies for my brother and his family today but I've forgot to buy eggs. And I've ran out of flour. #bakingfail,yes,no,NA,474887747384406017
"Yesterday, I made cookies that even the dogs won't eat. In fact, one tried to bury it.  #bakingfail",yes,no,NA,426415846710181888
Tried to make chickpea blondes from @ChocCoveredKt and I seriously don't know what I did wrong but they tasted BLEH #bakingfail,yes,no,NA,426140423984119808
"J'ai essayé à faire un gâteau mais je n'ai pas réussi.
I tried to make a cake but I did not succeed.
#frenchnewbie #learnfrench #bakingfail",yes,no,NA,474588146806841344
Argh! I hate burnt cookies. #BakingFail,yes,no,NA,474269464775892994
the sugar in my meringues is separating from the egg... #notmeanttohappen #bakingfail,yes,no,NA,474207903277416449
"In the future, I'll be doing the purchasing of gluten free cookies, instead of making them. #bakingfail #lookedbad #tastedawful #whoopsies",yes,no,NA,473979520223940608
You know your buttermilk scones have gone bad when.......they taste like cheese. #bakingfail #breakfastsadness,yes,no,NA,473835457428881409
Birthdays always end in fire at the Beddow/Gordon household #bakingfail,yes,no,NA,473273796711809025
"Didn't have stick butter so I used ""I Can't Believe It's Not Butter"" to substitute it..... Never. Again. #bakingfail ",yes,no,NA,472165299727253505
And next Saturday there's a cupcake fund-raiser for the kindergarten too. #stuffofnightmares #bakingfail,yes,no,NA,470084121453006848
"What's the word, when right at the last ingredient when everything else is mixed, you realise you have run out of baking powder #bakingfail",yes,no,NA,469867338284949504
@gracegoodall93 Oh no! That's a disaster. :( #bakingfail,yes,no,NA,469062347232133120
@annecupcake @FussFreeHelen I would agree. I used Stork for my miserable bake today and it has put me in a foul mood. #bakingfail,yes,no,NA,468080280344227840
I am one terrible baker. #uglycake #bakingfail #birthdayruined,yes,no,NA,467736090808680449
Under baked my shortbread #bakingfail,yes,no,NA,466592735634665473
"In case you were wondering, it's not awesome to turn on your mixer without realizing it's on 10. #bakingfail",yes,no,NA,466227212518457344
"When you want to google-image 'simple shark cake', but you accidentally type 'simple shart cake'. #imagecannotbeunseen #gross #bakingfail",yes,no,NA,465934959727738880
Where's @CDsopinion when I need her? Forgot the baking powder in the #monkeymuffins #bakingfail #kidswilleatthemanyway,yes,no,NA,465675796493766656
..that moment when your hubby asks if you put enough sugar in the cupcakes and you realize you forgot to add any at all.. #bakingfail,yes,no,NA,465307251461193728
why to people put a hint of lemon in pastries? it totally ruins the taste. #bakingfail,yes,no,NA,464422175747743744
Churros suck and I'm giving up :( #BakingFail,yes,no,NA,463135931147763713
"Was going to bake a cake tonight, but I don't have any eggs. #bakingfail LOL!",yes,no,NA,463086494962696192
Made brownies. Forgot to put the sugar in them. Sad times. #BakingFail,yes,no,NA,462654452617707520
Arg! Just made the most vile tasting banana muffins! #frustrated#bakingfail,yes,no,NA,462314764723830784
"Important lesson learned: when it says ""uses baking soda""...USE the baking soda. #BadnanaBread #BakingFail",yes,no,NA,460626987694821376
@ashwinklebooth At least you didn't put the milk into a pan of melting chocolate. Remember that #bakingfail?,yes,no,NA,460224564535230464
Hair smells like burnt sugar from my #bakingfail so...perfume. oops. Over-did it. Now I smell like the burnt sugar and flower vomit.,yes,no,NA,460192173061709824
"I have successfully added that authentic campfire aroma to my s'mores dessert pizza.Also to my hair,clothes, house&amp;neighborhood. #bakingfail",yes,no,NA,460156583066869760
Why won't my ganache set???? #impatient #bakingfail,yes,no,NA,459436719993929728
A definite case of the wrong sized ramekins #bakingfail #middleclassproblems,yes,no,NA,459418799155183616
No amount of mini eggs can hide that the simnel cake is burnt. #bakingfail,yes,no,NA,458283734647988225
I have every baking tool known to man(baker) but not it would seem an Easter cookie cutter #bakingfail,yes,no,NA,457604774201155584
"I do never do this, but I f***ed up making boxed brownies. I used too much water. Seriously I can follow directions just fine. #bakingfail",yes,no,NA,457312292414423040
"Hmmm...this cake looks a bit ""weird"" *turns around to find bowl of sugar that should be in it :/ #bakingfail",yes,no,NA,457094662764134401
Let my daughter fly solo in the kitchen now its smells so bad #bakingfail,yes,no,NA,456887350027886592
"So wax paper and parchment paper AREN'T the same thing. Found that out the hard way. Thanks, @Pinterest! #bakingfail",yes,no,NA,456181927574134784
"Everyone should learn how to cook. If only enough to confidently say ""Is it suppose to look like that?""  #bakingfail #dontnapandbake",yes,no,NA,455495503904399360
"Was going to have a cup of tea and a freshly made bun, but fuck it, I'm having a glass of wine now. #bakingfail",yes,no,NA,455438312652947456
@Nick_S1988 I don't have enough ingredients or patience... #bakingfail,yes,no,NA,455412236052602880
"Pumpkin pie 1, Corrie 0. #bakingfail #wasteoftime",yes,no,NA,454683258635055104
Aaagh. When making half quantities of a pudding recipe it is important to halve ALL the ingredients...including the flour. #bakingfail,yes,no,NA,454670166274875392
Word to the wise: don't forget the baking soda. #cakeintrash #sigh #bakingfail,yes,no,NA,454318385271427073
"#Bakingfail I made a late night batch of Chocolate chip cookies, mistakenly used baking powder instead of baking soda.They are not very good",yes,no,NA,454092259366281216
That awkward moment when @Grewal_M asks me what I use my baking sheet for... uhh duh to make maui ribs... #bakingfail #meenuhasalottoteachme,yes,no,NA,453384846492958721
Who screws up oatmeal raisin cookies not once but twice ??? This girl #bakingfail,yes,no,NA,453364252607143937
