Tweet,Image_Url,Image_Name,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
At what age do you learn the correct temperature to melt chocolate at without burning it when cooking? Asking for a friend... #everytime #cooking #ihavetobuydouble #cookingfail https://t.co/QrOSSAZ3FQ,http://pbs.twimg.com/tweet_video_thumb/DfQSrKzX4AAT5dO.jpg,DfQSrKzX4AAT5dO.jpg,yes,yes,partial,1005449157786644481
"Ugh, we have a mozzarella rupture in sticks 1, 2, 3, and 5. #CookingFail
Who's up for mozzarella blobs with a side of empty breaded tubes? https://t.co/lFTIMDNkYB",http://pbs.twimg.com/media/DfN__w_XkAEUL7u.jpg,DfN__w_XkAEUL7u.jpg,yes,yes,partial,1005287887045365760
"Supper was going really well until I received a phone call and actually had time to answer it...
‍♀️

#Broiler #CookingFail https://t.co/IoJMjF5aix",http://pbs.twimg.com/media/De-A0HdU8AAFmuR.jpg,De-A0HdU8AAFmuR.jpg,yes,yes,partial,1004162889253511168
I hardcore failed at this cheese potato cake recipe I found on the Tasty app and it took me three hours and my stomach hurts from either it sucking that bad or hunger from not eating it  #cookingfail https://t.co/O6eRmOqS80,http://pbs.twimg.com/media/De5FOJaX4AIey64.jpg,De5FOJaX4AIey64.jpg,yes,yes,CD,1003815906441490432
Nana likes her veggies well done. Said she’s used to my poor cooking so I shouldn’t feel bad.  Nana takes one for the win! #caringfortheelderly #cookingfail https://t.co/xCxXqkNzUj,http://pbs.twimg.com/media/De4vgmjVAAADLJE.jpg,De4vgmjVAAADLJE.jpg,yes,yes,partial,1003792006571876352
If you ever want to know what cooked rice crispies taste like buy #birdseye chicken burgers...wtf is that coating!! Tastes as unappetizing as it looks  #cookingfail #waste #vile #atleastivegotwine https://t.co/DFpNt9mgBW,http://pbs.twimg.com/media/DetUsAUWkAI8eO5.jpg,DetUsAUWkAI8eO5.jpg,yes,yes,partial,1002988464835571712
"It’s time to get back to the kitchen. 
.
.
.
.
.
#cookingtogether #cookinglesson #cookingfail #foodie #cookingskills #food #cookingschool #cookingram #cookingtime #cookingisfun #cooking #instafood #cookingathome #foodstagram https://t.co/IwpLzeZNbJ",http://pbs.twimg.com/media/DesvUdnW4AAsj93.jpg,DesvUdnW4AAsj93.jpg,yes,yes,CD,1002947372375248896
"Although we had a #cookingfail yesterday as Jeff has already sold out of sausage rolls at @FelbriggHallNT 

#tooscrummy https://t.co/if1BWJ39UC",http://pbs.twimg.com/media/DectS3DWAAAO347.jpg,DectS3DWAAAO347.jpg,yes,yes,partial,1001819284249743360
@bonappetit I tried out Andy Baraghani’s “Ricotta Dumplings with Asparagus and Green Garlic” today. I think I nailed it.  #bonappetit #food #homecooking #cookingfail #uglybuttasty #dumplings https://t.co/KIKBG1BXGp,http://pbs.twimg.com/media/Dd7IlNoU0AECfOU.jpg,Dd7IlNoU0AECfOU.jpg,yes,yes,partial,999456714167435264
Guess I’ll just keep eating deli turkey from the bag all week then. My most epic #cookingfail #nofilter ‍♀️ https://t.co/TZDf1DWuGe,http://pbs.twimg.com/media/DdgT2TjWkAA5bQ9.jpg,DdgT2TjWkAA5bQ9.jpg,yes,yes,partial,997569147860144128
"Oops  just cooking, I add some Turmeric and now I have yellow hands! ‍♀️ #cookingfail https://t.co/qj1VcKRbu6",http://pbs.twimg.com/media/DdU3sFQXkAEQ3KA.jpg,DdU3sFQXkAEQ3KA.jpg,yes,yes,partial,996764135236034561
"The success of my first ever attempt at cooking lamb tonight can be measured in takeaway pizza boxes. 

#cooking #lamb #cookingfail https://t.co/oWvWNt7O6P",http://pbs.twimg.com/media/DdQ49t0X4AAbIaP.jpg,DdQ49t0X4AAbIaP.jpg,yes,yes,CD,996484063736279040
"Tried to make a mug brownie.
Made a mug sludge #CookingFail. https://t.co/9HN7KBJhds",http://pbs.twimg.com/media/DcndRRrWsAAOXV9.jpg,DcndRRrWsAAOXV9.jpg,yes,yes,partial,993568494787661827
Just found giant piece of ginger masquerading as a potato in my curry #oops #fiery #cookingfail https://t.co/PIfrpPoCLo,http://pbs.twimg.com/media/DbukNo8WsAECqLT.jpg,DbukNo8WsAECqLT.jpg,yes,yes,CD,989565092080640003
lol y’all this is now my interpretation of pg 177 of @chrissyteigen’s cookbook...sweet potato gnocchi! #cookingfail  https://t.co/JwaJNfYmtP,http://pbs.twimg.com/media/DbWVMs5XkAAJrEm.jpg,DbWVMs5XkAAJrEm.jpg,yes,yes,alt,987859740284858368
@GordonRamsay I affectionately named this cat food... my son told me he would rather go to bed hungry then eat my cooking...#momfail #cookingfail https://t.co/NdjasWKG3f,http://pbs.twimg.com/media/DbHUe5ZUMAIT4p3.jpg,DbHUe5ZUMAIT4p3.jpg,yes,yes,CD,986803467208544257
"If it wasn't for crunching on eggshell, my omelette would've been spanking. #cookingfail https://t.co/MopJ1zayY4",http://pbs.twimg.com/tweet_video_thumb/Da64dzqW4AEtjUA.jpg,Da64dzqW4AEtjUA.jpg,yes,yes,partial,985928199019335680
What’s the moral of this story? Invest in a fucking heat thermometer holy shit #byeoil #cookingfail #friedchicken turns into #bakedchicken #fucklent https://t.co/jmYAFYJC6T,http://pbs.twimg.com/media/DZCCqooU0AIFtWc.jpg,DZCCqooU0AIFtWc.jpg,yes,yes,partial,977424790981173248
You know it’s one of those days when you try to cook breakfast and forget to turn the burner on #cookingfail https://t.co/QlBkWSpv2v,http://pbs.twimg.com/media/DYAk5I9VAAANr59.jpg,DYAk5I9VAAANr59.jpg,yes,yes,CD,972818093218172928
"Sorry #Scotland. Not sure I've done these oats much justice.... #cookingfail Water, oats and microwave. What could possibly go wrong? A couple of spoonfuls of incompetence and this is the result. Appetizing! https://t.co/oLWxKaqcno",http://pbs.twimg.com/media/DXSAOgQX0AADDXz.jpg,DXSAOgQX0AADDXz.jpg,yes,yes,partial,969540823670054912
Calling all culinary experts. Anybody know how to brown bent sausages? Won't stay upright in the pan. #CookingFail https://t.co/MDGdTft3yL,http://pbs.twimg.com/media/DXNSI6sX0AAsuyq.jpg,DXNSI6sX0AAsuyq.jpg,yes,yes,CD,969208673141710848
"Apparently, there is a reason why the cardinalty of #omlettes always ends at 'triple'. #CookingFail https://t.co/O953J4OOuh",http://pbs.twimg.com/media/DXET0YFXkAAInMa.jpg,DXET0YFXkAAInMa.jpg,yes,yes,,968577216920653824
when you try to make these https://t.co/V85KFz1Dke (and cut a few corners) and end up with these: #cookingfail #moomins #stillgood https://t.co/eUWN1gHMAt,http://pbs.twimg.com/media/DW696o-VwAAyIbw.jpg,DW696o-VwAAyIbw.jpg,yes,yes,partial,967920030691180544
Hey @GordonRamsay I can imagine you would say ‘What the fuck have you done?’ to my Poached Eggs (First time made) #cookingfail https://t.co/Q8F3opIbO6,http://pbs.twimg.com/media/DW55dyPWAAcDv-S.jpg,DW55dyPWAAcDv-S.jpg,yes,yes,partial,967844535580667904
So this happened. #WTF #cookingfail #gordonramsay #WatchOut https://t.co/OjzISnQeqh,http://pbs.twimg.com/media/DWfQx4dV4AA_Rsv.jpg,DWfQx4dV4AA_Rsv.jpg,yes,yes,CD,965970221738659840
"Great job, mom. 

#CookingFail
#Fail https://t.co/CbZ1r3rf70",http://pbs.twimg.com/media/DU524xqUQAE3vBC.jpg,DU524xqUQAE3vBC.jpg,yes,yes,partial,958834514209509377
Oups ! #cookingfail #TopChef #TopChef2018 #boulette https://t.co/g3xPkUsEMh,http://pbs.twimg.com/media/DU5X1nMW0AI1cgb.jpg,DU5X1nMW0AI1cgb.jpg,yes,yes,alt,958800371299831808
"Just made roasted chickpeas for the first time. I was promised a delicious crunchy snack. They did not deliver. 

#cookingfail https://t.co/EzAyWkKKAc",http://pbs.twimg.com/tweet_video_thumb/DUWlqJfVoAAPoM-.jpg,DUWlqJfVoAAPoM-.jpg,yes,yes,CD,956352775633428480
Sometimes experiments in the kitchen are not what you hope they to be. This was a trial of maple Jerusalem artichoke pie with a crumble top. Not the most tasty thing in the world. #cookingfail #pie #experiment #jerusalemartichoke #cooking #rootcrop #crumble #top #Wisconsin https://t.co/L64EihnMI1,http://pbs.twimg.com/media/DT2v8P8XcAArlBY.jpg,DT2v8P8XcAArlBY.jpg,yes,yes,partial,954112174795968512
"I'm not kidding!!! So, what do I do? I do not fret. I Do Not freak out. I scrape off all the burnt chips and the burnt cheese and throw them in the trash. We're ALL still alive today, no one has died. We made lemonade out of lemons. #COOKINGFAIL #stillaWIN https://t.co/q6AuGZpvJX",http://pbs.twimg.com/tweet_video_thumb/DTx7XeSVoAAWdyl.jpg,DTx7XeSVoAAWdyl.jpg,yes,yes,CD,953772881594470401
"My rainbow cake attempt, everyone  #cookingfail #expectationvsreality https://t.co/0nqtP6w5Nr",http://pbs.twimg.com/media/DTsBmVHWkAA5T_G.jpg,DTsBmVHWkAA5T_G.jpg,yes,yes,partial,953357513923203073
"Totally botched my cooking attempt yesterday. Today, I'm eating out in protest 

#cooking #cookingfail #ohno #outforlunch #badnewsbear #snapchatfilter https://t.co/j31Eanal0U",http://pbs.twimg.com/media/DTQNzN5XkAAz2no.jpg,DTQNzN5XkAAz2no.jpg,yes,yes,CD,951400597776949248
"Has this ever happened to you?
(Please say no)

#CookingFail #Fail #Cooking #Disaster #CookingDisaster #Food #FoodIsLove #FoodPorn #FoodieFriday #FoodFail https://t.co/lPJuKUnIEa",http://pbs.twimg.com/media/DSyO-GxV4AAQkBD.jpg,DSyO-GxV4AAQkBD.jpg,yes,yes,CD,949290839250845696
Some people really shouldn't cook: https://t.co/qtj3GT2NBE #fail #cookingfail https://t.co/naV3PeibK1,http://pbs.twimg.com/media/Clf7aDhXEAAWrdB.jpg,Clf7aDhXEAAWrdB.jpg,yes,yes,partial,745340754457944064
#Cookingfail. It happens to all of us. Ugh  https://t.co/7gqUdCvWsB,http://pbs.twimg.com/media/CkeIk6mUYAABnwQ.jpg,CkeIk6mUYAABnwQ.jpg,yes,yes,partial,740710833483702273
I made soup! #CookingFail https://t.co/wbJcycPdn2,http://pbs.twimg.com/media/C_P1fvVXYAA5NoB.jpg,C_P1fvVXYAA5NoB.jpg,yes,yes,CD,861301900804849664
I'm still #learning to make fried #eggs. #fail #cookingfail #breakfastatnight #food https://t.co/CvHtVwVvw2,http://pbs.twimg.com/media/CjlJpggXIAAEoB1.jpg,CjlJpggXIAAEoB1.jpg,yes,yes,partial,736700992637534208
I think this was chicken. Maybe fish. Probably not steak. #CookingFail https://t.co/Ml87hoA6ha,http://pbs.twimg.com/media/C-7Tlh_XoAECt7B.jpg,C-7Tlh_XoAECt7B.jpg,yes,yes,CD,859857383077576705
"Post-frosting #cake - it was carrot, no one likes it other than the frosting anyway. So was 3 pounds of frosting. #CookingFail https://t.co/hRVXhcTbv9",http://pbs.twimg.com/media/C-7TgDhXsAIUcS5.jpg,C-7TgDhXsAIUcS5.jpg,yes,yes,partial,859857136746196993
there are no words for this horror #chocolatemousse #cookingfail https://t.co/LDzuApyfLU,http://pbs.twimg.com/media/CjO8K6zWYAE4oBY.jpg,CjO8K6zWYAE4oBY.jpg,yes,yes,partial,735138060514545667
This cake was not dropped. #CookingFail https://t.co/Jp8WzV9mac,http://pbs.twimg.com/media/C-7TW0TXkAEXMsa.jpg,C-7TW0TXkAEXMsa.jpg,yes,yes,CD,859856975311638529
When acai bowls go bad! #smoothiebowl #cookingfail #tastesgoodlooksbad https://t.co/LZk1fKtrcR,http://pbs.twimg.com/media/CipvzL0VEAA0dp1.jpg,CipvzL0VEAA0dp1.jpg,yes,yes,partial,732520836364533760
Quiche! Not sure what the blood stain is from. #CookingFail https://t.co/XmwoHVndrm,http://pbs.twimg.com/media/C-7TEPtXoAAJsPT.jpg,C-7TEPtXoAAJsPT.jpg,yes,yes,partial,859856655898603526
Tried to make a cheesecake from scratch. Didn't turn out 100% terrible. #CookingFail https://t.co/AAqtCKO8dU,http://pbs.twimg.com/media/C-7S-8bXoAA1iNT.jpg,C-7S-8bXoAA1iNT.jpg,yes,yes,partial,859856564500430848
Solo Thanksgiving. Most things were microwave-friendly. Not the salad. #CookingFail https://t.co/sfAzY7W70W,http://pbs.twimg.com/media/C-7S0r1W0AAZJV_.jpg,C-7S0r1W0AAZJV_.jpg,yes,yes,CD,859856391292452870
This was just gross. #CookingFail https://t.co/WoE3cEYQYB,http://pbs.twimg.com/media/C-7SujsW0AU2f7s.jpg,C-7SujsW0AU2f7s.jpg,yes,yes,CD,859856283293429761
Home made uber-soggy pasta and crap sauce. #CookingFail https://t.co/6ON87hYG4W,http://pbs.twimg.com/media/C-7So74W0AEIwym.jpg,C-7So74W0AEIwym.jpg,yes,yes,CD,859856189231964160
I tried to make pretzels! More entertaining than food-ish. #CookingFail https://t.co/hJKlRklObu,http://pbs.twimg.com/media/C-7SjdWXcAAnXsK.jpg,C-7SjdWXcAAnXsK.jpg,yes,yes,CD,859856092804915200
It's supposed to be a veggie omelette. About the same level of success as the fancy toast. #breakfast #cookingfail https://t.co/DIeuwjAbk3,http://pbs.twimg.com/media/CgueUVQU4AEmqMn.jpg,CgueUVQU4AEmqMn.jpg,yes,yes,alt,723846251830079488
Too much pasta in the gross sauce. #CookingFail https://t.co/L0mNzkJMN4,http://pbs.twimg.com/media/C-7SaOsWsAA5bi5.jpg,C-7SaOsWsAA5bi5.jpg,yes,yes,CD,859855936617316353
Yes it happens - #rabbis #fail at making #matzahballs 2nd batch much better! #cookingfail https://t.co/zBvQwgSNcO https://t.co/YEsDhuSO0o,http://pbs.twimg.com/media/CgmOM5AWwAAba56.jpg,CgmOM5AWwAAba56.jpg,yes,yes,partial,723265567604523008
Overly meaty sauce. #CookingFail https://t.co/mMdcJ8pdBh,http://pbs.twimg.com/media/C-7SJxoXsAAdQjh.jpg,C-7SJxoXsAAdQjh.jpg,yes,yes,partial,859855656593092609
This was some kind of chicken. #CookingFail https://t.co/EdHynBB33Y,http://pbs.twimg.com/media/C-7SCuEXgAEN9wi.jpg,C-7SCuEXgAEN9wi.jpg,yes,yes,CD,859855535327281153
Only I could manage to burn mashed potato! #burntdinner #cookingfail #mashedpotatoes #mumsspecialcooking #fail https://t.co/go9gKfHjx7,http://pbs.twimg.com/media/Cga3H7uW4AElnfb.jpg,Cga3H7uW4AElnfb.jpg,yes,yes,partial,722466168175505408
#Cookingfail: why the cake sinks? https://t.co/l72n91qU3I https://t.co/NHLGk3hb8b,http://pbs.twimg.com/media/CgHp9F-UEAEjw26.jpg,CgHp9F-UEAEjw26.jpg,yes,yes,partial,721114660758429696
@townhouseos who was cooking last night? The fish dish was burnt to a cinder along with the cauliflower #cookingfail https://t.co/CO5zD3viEi,http://pbs.twimg.com/media/CgE10chWcAAazoO.jpg,CgE10chWcAAazoO.jpg,yes,yes,CD,720916615886454784
Because nothing says pizza topping like egg. #CookingFail https://t.co/T7sxPblkLJ,http://pbs.twimg.com/media/C-7RbtaXcAQdv86.jpg,C-7RbtaXcAQdv86.jpg,yes,yes,partial,859854860803608576
If you steam frozen vegetables for 35 min they turn into mush. #CookingFail https://t.co/PpmdSD3DdC,http://pbs.twimg.com/media/C-7RWyCXgAAqQu5.jpg,C-7RWyCXgAAqQu5.jpg,yes,yes,alt,859854778003861504
That used to be lobster. #CookingFail https://t.co/l2YhuNZV8T,http://pbs.twimg.com/media/C-7RNobXUAAfzGC.jpg,C-7RNobXUAAfzGC.jpg,yes,yes,CD,859854613742309379
Hope this bakes well! #cookingfail maybe? https://t.co/DSfhU1olGv,http://pbs.twimg.com/media/Cf4gwCxUEAAiFva.jpg,Cf4gwCxUEAAiFva.jpg,yes,yes,CD,720049032001769472
Some kind of pie... almost doesn't look bad. Almost... #CookingFail https://t.co/enTxpBFi8N,http://pbs.twimg.com/media/C-7RIQ6W0AEy03M.jpg,C-7RIQ6W0AEy03M.jpg,yes,yes,partial,859854527343808513
Chicken Kiev and one of those microwave fail-safe bags of rice. The sauce on the chicken came out that way &amp; rice sucked. #CookingFail https://t.co/urxOth6O3E,http://pbs.twimg.com/media/C-7RDoJXkAI-Ysr.jpg,C-7RDoJXkAI-Ysr.jpg,yes,yes,partial,859854445978542080
I think this was supposed to be sweet and sour chicken. It was gooey and crunchy at the same time. #CookingFail https://t.co/J5rGmnySwL,http://pbs.twimg.com/media/C-7Q0SmXUAAhFKQ.jpg,C-7Q0SmXUAAhFKQ.jpg,yes,yes,partial,859854183490572290
Trying to cook today #cookingfail https://t.co/eRqZGRGToB,http://pbs.twimg.com/media/Cf2xqfIXEAAKulp.jpg,Cf2xqfIXEAAKulp.jpg,yes,yes,CD,719926862496010240
Fish sticks and ramen noodles! #CookingFail https://t.co/rJj2fXqxnr,http://pbs.twimg.com/media/C-7QurPW0AAwI7u.jpg,C-7QurPW0AAwI7u.jpg,yes,yes,CD,859854087214555136
Easy meal means difficulties for this girl  #cookingfail https://t.co/tteHXeSQyf,http://pbs.twimg.com/media/Cf0IXuiUsAE8ZJu.jpg,Cf0IXuiUsAE8ZJu.jpg,yes,yes,partial,719740733901504517
These were supposed to be pigs in a blanket. Tasted like salt tubes covered in crunchy cardboard. I did not make the mustard. #CookingFail https://t.co/bUCYp4YqlO,http://pbs.twimg.com/media/C-7Qm7uXcAICYt0.jpg,C-7Qm7uXcAICYt0.jpg,yes,yes,alt,859854001868853249
Here is the first carrot cakes I made. Don't think they're supposed to be black. But that's why you slather on frosting #CookingFail https://t.co/KE7fApSCIO,http://pbs.twimg.com/media/C-7QemGW0AEKnD-.jpg,C-7QemGW0AEKnD-.jpg,yes,yes,partial,859853814005936130
"Well, veggies and crackling are ready. It's the first course! #cookingfail https://t.co/65YI8lzTFi",http://pbs.twimg.com/media/CfrC9zNUUAAnxxS.jpg,CfrC9zNUUAAnxxS.jpg,yes,yes,partial,719101457618735104
This almost looked like spaghetti. #CookingFail https://t.co/lAKuMLK9qS,http://pbs.twimg.com/media/C-7QPf4XcAEPw7Q.jpg,C-7QPf4XcAEPw7Q.jpg,yes,yes,partial,859853551304146945
This was supposed to be soup. #CookingFail https://t.co/resqBjfbSw,http://pbs.twimg.com/media/C-7QCesXkAQCp6C.jpg,C-7QCesXkAQCp6C.jpg,yes,yes,CD,859853329131851776
These are pancakes. #CookingFail https://t.co/m6eqJn6VRx,http://pbs.twimg.com/media/C-7P97HW0AAS-bN.jpg,C-7P97HW0AAS-bN.jpg,yes,yes,CD,859853248416632832
When the birthday muffins turn out yucky and you have a candle in yogurt #happybirthdayashlyne #cookingfail #tradit… https://t.co/V4kG5eoEZy,http://pbs.twimg.com/media/Cez5LnSWQAAfa5A.jpg,Cez5LnSWQAAfa5A.jpg,yes,yes,CD,715220419058483201
I think this was pasta. #CookingFail https://t.co/qPUZn3APdr,http://pbs.twimg.com/media/C-7PxCDWAAIJtIO.jpg,C-7PxCDWAAIJtIO.jpg,yes,yes,CD,859853035996053505
Chicken dipped in pancake batter and deep fried. That's syrup on the side and cheese garnish because why the hell not? #CookingFail https://t.co/OJ4oREfSCU,http://pbs.twimg.com/media/C-7PeplXkAIlzkD.jpg,C-7PeplXkAIlzkD.jpg,yes,yes,CD,859852884732780548
"Haha, this is what happens when you try and do sweet potatoes the same way as white potatoes. #CookingFail https://t.co/E6XiEZVze3",http://pbs.twimg.com/media/CeQjsL6WEAA1Ixf.jpg,CeQjsL6WEAA1Ixf.jpg,yes,yes,partial,712733896174120960
Trying to recreate a favour recipe of my dad's I discovered my smoke alarm is loud and hard to reach #cookingfail #quesadillasworthit https://t.co/ai6ie0RNkV,http://pbs.twimg.com/media/C-mY5F0XkAc_Nih.jpg,C-mY5F0XkAc_Nih.jpg,yes,yes,CD,858385319703572486
It will henceforth be known as the day of the great soup explosion of 2016 #cookingfail #youspinmerightround #nutri… https://t.co/mJv3RIqA9B,http://pbs.twimg.com/media/CeJw3K-WoAED14i.jpg,CeJw3K-WoAED14i.jpg,yes,yes,partial,712255784952991745
"It's true, the only way I can cook successfully is with adult supervision! #cookingfail #OutThereTV #Livetweet https://t.co/bu8mql4KCK",http://pbs.twimg.com/media/C-DZLKuWAAAOE9A.jpg,C-DZLKuWAAAOE9A.jpg,yes,yes,CD,855922738145394688
@RosannaPansino clearly missed a few steps with the rose pastry treats!  #cookingfail #nerdynummies https://t.co/5jdnSLXueu,http://pbs.twimg.com/media/C9wsGTfVYAEg9Jx.jpg,C9wsGTfVYAEg9Jx.jpg,yes,yes,partial,854606589969391616
"When you add pepper to the dish,but you get more than you bargained for! #loselid #cookingfail #leanin15 #startagain https://t.co/ofyB3cp7ZF",http://pbs.twimg.com/media/CdvJgvyWIAE33xg.jpg,CdvJgvyWIAE33xg.jpg,yes,yes,CD,710383005471260672
"Hope your Bunny Cakes are better than these! ""Happy Easter"" #fail #cakefail #cookingfail https://t.co/iCJbp87UrN",http://pbs.twimg.com/media/C9jOQemUIAE5sAa.jpg,C9jOQemUIAE5sAa.jpg,yes,yes,partial,853659230158630917
The pepper grinder decided to explode over the frying pan #cookingfail https://t.co/jqFU0ccj9B,http://pbs.twimg.com/media/CdskKgwVAAE7meI.jpg,CdskKgwVAAE7meI.jpg,yes,yes,CD,710201139552079872
"#pinterestfail ""it's easy!""They said.Cant mess it up they said...Banana pancakes...riiiight #reallife #cookingfail https://t.co/crsc09RhtB",http://pbs.twimg.com/media/CdSD-keWAAAAxju.jpg,CdSD-keWAAAAxju.jpg,yes,yes,CD,708336170334339073
Tried a new butternut dish to spice things up but turned into a bit of scrambled eggs. #cookingfail https://t.co/e2GlBzrvWc,http://pbs.twimg.com/media/C9TpIH_W0AItaPs.jpg,C9TpIH_W0AItaPs.jpg,yes,yes,alt,852562557378469888
Tried to make egg in a basket... sorry if I let you down @GordonRamsay #cookingfail  https://t.co/imtne3Zj7F,http://pbs.twimg.com/media/C8zPz2WUAAAOsSX.jpg,C8zPz2WUAAAOsSX.jpg,yes,yes,partial,850282925228564480
Tonight's attempt at Chana Dhal doesn't have much flavour. I forgot to buy coriander #cookingfail https://t.co/KYij1YTicg,http://pbs.twimg.com/media/C7tjpprXgAkLlFc.jpg,C7tjpprXgAkLlFc.jpg,yes,yes,partial,845378924246941699
Tried to make green eggs and ham for #StPatricksDay but this may be a #cookingfail ... https://t.co/oEb8EullQK,http://pbs.twimg.com/media/C7HwW4cWkAEJvIe.jpg,C7HwW4cWkAEJvIe.jpg,yes,yes,CD,842718887305252864
#CookingFail #Hotdogs in blankets. Something went wrong. @CookingChannel #BoilingWater is an #adventure @HebrewNational https://t.co/2rUOwdne66,http://pbs.twimg.com/media/C6LC4YSU4AAOj9g.jpg,C6LC4YSU4AAOj9g.jpg,yes,yes,partial,838446835052208130
Not a very successful effort at making buttermilk fried chicken. Not sure what went wrong - we followed a recipe #kitchenfail #cookingfail  https://t.co/cpciI81Wdc,http://pbs.twimg.com/media/C6BdKBoWgAE6q59.jpg,C6BdKBoWgAE6q59.jpg,yes,yes,partial,837771971635122180
"I don't know guys, do you think I needed a bigger pan for my homemade lasagna? #cookingfail https://t.co/UcWvz6AHTa",http://pbs.twimg.com/media/C5JpNHQXAAAdzcU.jpg,C5JpNHQXAAAdzcU.jpg,yes,yes,partial,833844561814368256
Let's have stir fry he said  #cookingfail  https://t.co/8cQNKJJC5v,http://pbs.twimg.com/media/C4AXJxEWcAA3hyu.jpg,C4AXJxEWcAA3hyu.jpg,yes,yes,CD,828687797120806912
Well my gluten-free banana bread came out like shit. It looks pretty but it needs WAY more sugar. #cookingfail. https://t.co/5sC4ndyVZg,http://pbs.twimg.com/media/C376KRhUYAAOoko.jpg,C376KRhUYAAOoko.jpg,yes,yes,partial,828374443378491392
My giant Yorkshire isn't going to plan...  #alternativefact  this is what a Yorkshire pudding looks like!! #cookingfail #yorkshirepuddingday https://t.co/N1MRS4O1p4,http://pbs.twimg.com/media/C3655r5WIAY30N7.jpg,C3655r5WIAY30N7.jpg,yes,yes,partial,828303793267810304
"@blueapron what did I do wrong? The spice mix isn't combining, looks nothing like your example. West African peanut chicken? #cookingfail https://t.co/d8vINnswwu",http://pbs.twimg.com/media/C3ngOdgWQAIhA1S.jpg,C3ngOdgWQAIhA1S.jpg,yes,yes,CD,826938579108626432
My baby girl winter starts skool tomorrow. I bake the world's worst  carrot muffins. Sorry poopie I'll make it up 2u. #cookingfail https://t.co/RhU6I01FrS,http://pbs.twimg.com/media/C3apMTDUkAAD7hP.jpg,C3apMTDUkAAD7hP.jpg,yes,yes,partial,826033654371540992
"True life though, I burned my hand making this dish. #cookingfail https://t.co/mL7yOUMKCs",http://pbs.twimg.com/media/C3DzqEHXUAE4Nbn.jpg,C3DzqEHXUAE4Nbn.jpg,yes,yes,partial,824426674125152256
"It was never going to be long before I f**k'd something up.
#NAILEDIT https://t.co/Lp1X6XPcm0 #CookingFail #Bacon https://t.co/tM79W9E2Qm",http://pbs.twimg.com/media/C291nbTVQAAuq3a.jpg,C291nbTVQAAuq3a.jpg,yes,yes,CD,824006581104902145
"I think I'll make an omelet.

5 minutes later...

Actually, scrambeled eggs sound pretty good. 

#food #fitness #JanuaryWhole30 #cookingfail https://t.co/pEVVgq4JqY",http://pbs.twimg.com/media/C28fv4sWgAE0ZYp.jpg,C28fv4sWgAE0ZYp.jpg,yes,yes,partial,823912196627431425
"When told to ""impress me"" don't ever just make a salad  ... #saladnicoise #MondayMood #cookingfail https://t.co/Lh6g3TRtfM",http://pbs.twimg.com/media/C24egxfXAAEWgcT.jpg,C24egxfXAAEWgcT.jpg,yes,yes,perfect,823629349429583876
"It was never going to be long before I f**k'd something up.
#NAILEDIT https://t.co/Lp1X6XPcm0 #CookingFail #Bacon @FoodSharer https://t.co/V3Qva7DQxx",http://pbs.twimg.com/media/C2hMZFSXAAAbeQA.jpg,C2hMZFSXAAAbeQA.jpg,yes,yes,partial,821990927812194305
"Okay, so this didn't go well. #TooMuchFlour  #CookingFail #StillEatingIt https://t.co/kXLNlopMxt",http://pbs.twimg.com/media/C2gIiGdUUAADsg4.jpg,C2gIiGdUUAADsg4.jpg,yes,yes,partial,821916321826951168
When a delicious looking dish totally flops. #CookingFail - https://t.co/ibbenhbko1 https://t.co/qSQyRSQx12,http://pbs.twimg.com/media/C17B69ZUAAAv8lX.jpg,C17B69ZUAAAv8lX.jpg,yes,yes,partial,819305403418755072
#cookingfail https://t.co/hxoxJof0ij https://t.co/U2Uh7JIgiV,http://pbs.twimg.com/media/C1v8q0cVEAIsFyq.jpg,C1v8q0cVEAIsFyq.jpg,yes,yes,partial,818525573156925441
Burnt eggs aren't like burnt toast...crispier isn't always better #cookingfail https://t.co/WERbN23yeF,http://pbs.twimg.com/tweet_video_thumb/C1gFW9vWEAAiVBl.jpg,C1gFW9vWEAAiVBl.jpg,yes,yes,partial,817409235722129409
When you spend 4 hours making @jamieoliver turkey curry but it ends up so bad you have to batch freeze it #cookingfail #stilltastesgood https://t.co/cFfS8DVimi,http://pbs.twimg.com/media/C0s-bGEXEAEwNPs.jpg,C0s-bGEXEAEwNPs.jpg,yes,yes,partial,813812807611334656
"I can not be trusted with pasta. This is minestrone ""soup"". #cookingfail #donttrustmewith pasta https://t.co/nhWV5yJXIf",http://pbs.twimg.com/media/C0KNeu2XgAAXWuU.jpg,C0KNeu2XgAAXWuU.jpg,yes,yes,partial,811366452406194176
Cookie cutter fail! #happyholidays #cookingfail https://t.co/RrrpVpBye1,http://pbs.twimg.com/media/CzbAyrQUcAA1Lai.jpg,CzbAyrQUcAA1Lai.jpg,yes,yes,CD,808045172982513664
Oops! Even I can have a #cookingfail sometimes. Way too much #applecidervinegar. The lesson? read recipes carefully  #liveandlearn #paleo https://t.co/DqUdgWwPlQ,http://pbs.twimg.com/media/CzUyYlwUcAA6ojm.jpg,CzUyYlwUcAA6ojm.jpg,yes,yes,CD,807607108690702336
