Tweet,Image_Url,Image_Name,Qn1,Qn2,Qn3,Tweet_id
"#BakingFail
Trying to please an exhausted shift worker by baking a quick pudding.
Semi-expectation vs reality, probably should stick to my current career plan ❌‍ https://t.co/0aPN7sBLQi",http://pbs.twimg.com/media/Dk0zD2MWwAUEH6X.jpg,Dk0zD2MWwAUEH6X.jpg,yes,yes,partial,1030536138384199680
"My aunt forgot to put butter IN the scones, so now we have to put butter ON the scones #food #bakingfail https://t.co/a9B9a2Z2IR",http://pbs.twimg.com/media/EBIT5qFUwAAX4FD.jpg,EBIT5qFUwAAX4FD.jpg,yes,yes,CD,1158009948518793216
"Thought I’d whip up my first banana loaf and show Mary Berry how it’s done‍

Was super impressed until it sunk 
#bakingfail #dontownscales https://t.co/NsaZ6CH0xZ",http://pbs.twimg.com/media/DkvJNGxXoAAMkjn.jpg,DkvJNGxXoAAMkjn.jpg,yes,yes,partial,1030138200516427781
Wednesday lunch. Steak burger from @hattoandson on a #bakingfail. (I was trying to make dinner rolls that turned into brioche baps). Organic cheddar slice from @lyecrossfarm #foodporn #retirement https://t.co/gLQ7YKpALC https://t.co/7bDnZzOYZG,http://pbs.twimg.com/media/Dko8MXbXsAA--d8.jpg,Dko8MXbXsAA--d8.jpg,yes,yes,partial,1029701649374302208
"I've had an absolute baking nightmare this weekend. My first attempt at a red velvet cake to take to a family dinner. First of all it wasn't ready in time, so we had to nip to the supermarket en route for an alternative. 
#nailedit #bakingfail https://t.co/oCpLKvy5VE",http://pbs.twimg.com/media/DkZqi3IWwAE9z2X.jpg,DkZqi3IWwAE9z2X.jpg,yes,yes,partial,1028626720683909120
Fuming I changed recipes my banana loaf was a disaster #bakingfail  https://t.co/W4HlkW9WHm,http://pbs.twimg.com/media/DkKDfk6XsAAlHqq.jpg,DkKDfk6XsAAlHqq.jpg,yes,yes,partial,1027528253605588994
When #biscuits taste right but look so wrong #bakingfail #uglybutsooootasty https://t.co/cmCYSECUvk,http://pbs.twimg.com/media/DkEegS4X4AAyjvk.jpg,DkEegS4X4AAyjvk.jpg,yes,yes,partial,1027135760867180544
It is of course important for scientific honesty to be open about negative as well as positive results. In that spirit i present my latest experiment: Clafoutis aux cerises. It was not nice. It tasted like a cherry omelet.  #bakingfail #GCBS  #negativeresult https://t.co/VX7tGu23n2,http://pbs.twimg.com/media/Dj9oU_lU8AAKxS2.jpg,Dj9oU_lU8AAKxS2.jpg,yes,yes,alt,1026653956137578496
"Oops. 
#bakingfail https://t.co/dV0AArEIFU",http://pbs.twimg.com/media/EAa_tOOUwAA12ff.jpg,EAa_tOOUwAA12ff.jpg,yes,yes,partial,1154821152016965632
I think I am to scared to eat this!! #bakingfail #foodwithaface https://t.co/BPPKllU0Co,http://pbs.twimg.com/media/DjNdMjLX4AAQ68-.jpg,DjNdMjLX4AAQ68-.jpg,yes,yes,partial,1023264018696425472
I think I would be the perfect contestant on @NailedIt This was my attempt to make homemade cinnamon rolls. They’re supposed to look like the second picture ‍♀️‍♀️ #Nailedit #bakingfail https://t.co/uSwNeL4aVA,http://pbs.twimg.com/media/EAL9qC8WkAYl9uW.jpg,EAL9qC8WkAYl9uW.jpg,yes,yes,partial,1153763374951481344
Well...... at least it tastes alright ‍ #baking #cake #gaybaker #bakingfail https://t.co/i8qQYiEpzk,http://pbs.twimg.com/media/D_4HUFyWkAEpILH.jpg,D_4HUFyWkAEpILH.jpg,yes,yes,partial,1152366613104123904
"#bakingfail last night. I turned my head just long enough that my @FWPMatthews #scones burnt. Crumbled them up, topped with @Lurpak and a dollop of honey.  Ta da - scone porridge!
. . 
#GameOnCooks #flourpower #weekendBaking #baking #improvised https://t.co/m3b05fHpcM",http://pbs.twimg.com/media/Dinkfc8XUAAd2Ji.jpg,Dinkfc8XUAAd2Ji.jpg,yes,yes,partial,1020598021346742272
"Undercooked oatmeal chocolate chip bars. 
#homebaking #bakingfail #chocolatechipcookie https://t.co/zj9ffbFlGd https://t.co/wr1mwTRNvo",http://pbs.twimg.com/media/D_z11s2XoAADUIv.jpg,D_z11s2XoAADUIv.jpg,yes,yes,partial,1152065908749361152
"Looks pretty right? 

Welllllll....check our baking fail...the lesson? 

Don’t bake when you’re in a rush and don’t have enough time for the cake to cool down before icing it 

#cake #baking #ottawa #strawberries #friendship #bakingfail #icing #whitechocolate https://t.co/1b0OCLpXyF",http://pbs.twimg.com/media/DiFs8M1XkAIXnnA.jpg,DiFs8M1XkAIXnnA.jpg,yes,yes,alt,1018214820292825089
"They look good, but they taste like they're missing something...like sugar  @WhatMollyMade
Idk about these, waiting to see how the guys like it. #blueberrymuffins #bakingfail https://t.co/NqclhyUD7u",http://pbs.twimg.com/media/Dhmgj6XWsAIe2cg.jpg,Dhmgj6XWsAIe2cg.jpg,yes,yes,partial,1016019769668063232
The cake is lava! #bakingfail #ohwell #eatingitanyway  https://t.co/GGJhCORTPl,http://pbs.twimg.com/media/D_WVucHWwAAcZj9.jpg,D_WVucHWwAAcZj9.jpg,yes,yes,partial,1149989919068164096
"5/n 
Thought about not posting this, but I think a #bakingfail still counts as something. Attempted a 4 grain bread today. Overproofed and then underbaked! #bread #baking
Flavor is nice, but it is a bit dense. https://t.co/f5u3BOixao",http://pbs.twimg.com/media/D_PdRmhVUAE5Mx_.jpg,D_PdRmhVUAE5Mx_.jpg,yes,yes,partial,1149505635630776323
YOU HIGH?  Baker mistakes ‘Moana’ for marijuana on birthday cake #Birthday #Cake #Whoops #Fail #BakingFail #Moana https://t.co/IDefBIO6et https://t.co/pWnruHFvvH,http://pbs.twimg.com/media/D_Jyh-XW4AAmUmQ.jpg,D_Jyh-XW4AAmUmQ.jpg,yes,yes,CD,1149106785338494977
"Live from my test kitchen - How to Make Caramelized Zucchini Bread:

Make normal zucchini bread and leave it in the oven for 1 WHOLE HOUR TOO LONG!! 

#ActuallyNotTooBad #bakingfail #momfail #distracted #momlife #toddlers #recipe #jokes https://t.co/RueKWw66qf",http://pbs.twimg.com/media/D_GcF4PXYAEsNS2.jpg,D_GcF4PXYAEsNS2.jpg,yes,yes,partial,1148871011263270912
These were supposed to be cakes... #bakingfail https://t.co/3YP69TqoPW,http://pbs.twimg.com/media/DhC1_FJXUAESpBB.jpg,DhC1_FJXUAESpBB.jpg,yes,yes,alt,1013510021227909121
#Bakingfail.  Same recipe different result.  That's the same batter as a dutch pancake ...the eggs are fresh....now it's a frisbee. https://t.co/Y3iv8jxmBw https://t.co/x6hmoqG1Lt,http://pbs.twimg.com/media/D-9QNN-XoAAF6Q9.jpg,D-9QNN-XoAAF6Q9.jpg,yes,yes,alt,1148224619083702272
"So the dark chocolate buttercream and cherry jam fillings turned out great! But our first attempt at the macaron turned out #macaWRONG. Ha ha!  Gonna try again another night with better sifted flour, a real piping bag, and a tweaked recipe. #bakingfail https://t.co/F3oHnhwYgo",http://pbs.twimg.com/media/DgwhzzAUwAASqSq.jpg,DgwhzzAUwAASqSq.jpg,yes,yes,partial,1012221191552040960
"My pound cake is stuck in the pan. Put succulently, that sucker isn’t coming out. #bakingfail https://t.co/I96Z7XWneN",http://pbs.twimg.com/media/D-bqk9OX4AAt0j2.jpg,D-bqk9OX4AAt0j2.jpg,yes,yes,partial,1145861081295966215
"My cookies look like drop biscuits. They are crumbly, like drop biscuits....damnit I made sweet chocolate chip drop biscuits!!! Also does baking on cast iron give it away that I'm southern? #bakingfail https://t.co/jlnYON3p0m",http://pbs.twimg.com/media/D-W0LgbWsAEbbh5.jpg,D-W0LgbWsAEbbh5.jpg,yes,yes,partial,1145519798270476288
"Had a great time making @pieminister #porkiebuns this afternoon and misread 2 parts of the recipes. Put 2 tbs sugar instead of tsp in the pastry and made separate batches of pork and cheese, onion and chutney pies. Still taste epic. #bakingfail #deliciousanyway #foodie #blogger https://t.co/4zSblgMpHb",http://pbs.twimg.com/media/De8UxTeWsAU72rh.jpg,De8UxTeWsAU72rh.jpg,yes,yes,alt,1004044095311015939
I was going to bring you a fantastic apple and marzipan cake but instead I had an explosion... tastes amazing but I wouldn't wish the clean up on any of you! Until next week ‍♀️ #diaryofadefectivehousewife #homebaker #bakingfail https://t.co/e1ZuEoulrP,http://pbs.twimg.com/media/D-VHoKwXYAAD0H5.jpg,D-VHoKwXYAAD0H5.jpg,yes,yes,partial,1145400457239703552
Not to self - Nutella icing can look like dog turds! #fail #bakingfail https://t.co/abFSfuL15f,http://pbs.twimg.com/media/DemsFB4X4AADFQl.jpg,DemsFB4X4AADFQl.jpg,yes,yes,partial,1002521603924725760
This is why you wait until a cake is completely cool before you fill and ice  #peskyrecipes #outtakes #bakingfail #cake #oops https://t.co/LKTlnaRz24,http://pbs.twimg.com/media/D-T3SkAW4AAKHxT.jpg,D-T3SkAW4AAKHxT.jpg,yes,yes,partial,1145312114673967105
"#bakingfail 
Guessing the tin isn’t big enough even though recipe says 2lb loaf tin and that’s a 2lb loaf tin and liner...
#limeandcourgettecake #goodjobiputatryunderit https://t.co/ahHx24wp1V",http://pbs.twimg.com/media/D-PKwvTXUAAk-9p.jpg,D-PKwvTXUAAk-9p.jpg,yes,yes,partial,1144981675295870976
Might have placed the cookies too close together. #bakingfail https://t.co/OnKRRgbYeg,http://pbs.twimg.com/media/D9wwS_MU8AEs6w3.jpg,D9wwS_MU8AEs6w3.jpg,yes,yes,partial,1142841514088751104
When low FODMAP experiments don’t quite go to plan... but it still tasted bloody amazing! #cheesecakefail #bakingfail #summerfruits #lactosefree #glutenfree #cheesecake https://t.co/d43Lo2yQFs,http://pbs.twimg.com/media/DeT61mEWAAEYU_2.jpg,DeT61mEWAAEYU_2.jpg,yes,yes,partial,1001200823467208704
The benefit of having an enforced work from home day with no tiny humans scampering around my feet is the that i was able to rustle these up at lunch - they taste ENTIRELY of sugar #bakingfail https://t.co/m1htedfeN4,http://pbs.twimg.com/media/D9lyNNSXYAEh2gd.jpg,D9lyNNSXYAEh2gd.jpg,yes,yes,alt,1142069559119233027
"Hole-y (holy?) Banana Bread! It’s not always perfect here at JeaniesKitchen &amp; I wish I knew why it fell. Thankfully it’s what’s on the inside that counts &amp; it tastes delicious!

#uglydelicious @davidchang #bananas #bananabread #yummy #foodporn #baking #bakingfail #jeanieskitchen https://t.co/rhj495JaKB",http://pbs.twimg.com/media/Dd-WgUXVQAADA-S.jpg,Dd-WgUXVQAADA-S.jpg,yes,yes,perfect,999683248258240517
At least I sort of had feet this last time. I won’t give up though. #macaron #macarons #fail #baking #bakingfail #cantstopwontstop #hollow #hollowmacs #rip https://t.co/14UT5DLQ6y,http://pbs.twimg.com/media/D9d7KB0U8AAxNEI.jpg,D9d7KB0U8AAxNEI.jpg,yes,yes,alt,1141516448289849345
Baked a batch of butterscotch chip cookies then realized I only like butterscotch chips when they're in haystacks #bakingfail https://t.co/4O2tMxPd4c,http://pbs.twimg.com/tweet_video_thumb/DdWo1F9VQAAXtrO.jpg,DdWo1F9VQAAXtrO.jpg,yes,yes,CD,996888540180033536
"Taste is perfect, but the textures still not there  guess I’ll just eat these and try again. #bakingfail #scones #experiment #nope #vanilla #baking https://t.co/m1q2roH8D5",http://pbs.twimg.com/media/D9cV4zzU0AEAUzK.jpg,D9cV4zzU0AEAUzK.jpg,yes,yes,partial,1141405102084771840
"When you forget to put the bicarbonate of soda in your banana bread and it just becomes a doughy ball of sweet banana cakey thing  

Still eating a slice before clubbersize though  #bakingfail https://t.co/JsCfbLt0w2",http://pbs.twimg.com/media/D9b8J5NWwAE5hFj.jpg,D9b8J5NWwAE5hFj.jpg,yes,yes,partial,1141376809319194625
"Oh God, it's even worse... #bakingfail https://t.co/JvU5fjAUQZ",http://pbs.twimg.com/media/DcnyaAxX0AADLSX.jpg,DcnyaAxX0AADLSX.jpg,yes,yes,partial,993591741122048000
Intro to Culinary baked chocolate chip cookies and got a lesson in following a recipe and proper measuring @lowercapemay #cookingisfun #somethingsmissing #bakingfail https://t.co/1tDlbWywV2,http://pbs.twimg.com/media/DcUc_zFW0AU6iwp.jpg,DcUc_zFW0AU6iwp.jpg,yes,yes,partial,992231375838343169
@Durbinator Should not have tried icing them!! #bakingfail https://t.co/DJpuapABRa,http://pbs.twimg.com/media/D8-OXsKXsAErf8L.jpg,D8-OXsKXsAErf8L.jpg,yes,yes,CD,1139285790805155845
"I *may have overfilled my turnovers... #freefrom #milkfree #eggfree #wheatfree #soyafree #glutenfree *#BakingFail (they were supposed to be black Forrest cheesecake filling, but only had summer fruit, not black cherry) https://t.co/GxBVHMWSSP",http://pbs.twimg.com/media/D83_woOWkAAwpHI.jpg,D83_woOWkAAwpHI.jpg,yes,yes,alt,1138847506853486592
"Blueberry coffeecake. Made in a silpat Bundt pan. Tastes MUCH better than it looks.
#bakingfail https://t.co/VMhe53pfXS https://t.co/SIzNHrx6nb",http://pbs.twimg.com/media/DbazefiWsAAezGp.jpg,DbazefiWsAAezGp.jpg,yes,yes,partial,988174506861658112
@NailedIt #bakingfail #NailedIt https://t.co/xQuLaVusw9,http://pbs.twimg.com/media/D8FxV5mWwAEs_uP.jpg,D8FxV5mWwAEs_uP.jpg,yes,yes,partial,1135313208892432384
"So my first attempt at vegan jaffa cakes was an epic fail. Soggy bottoms, insanely bitter orange centres and lumpy chocolate ganache. Great... back to the drawing board. #bakingfail #baking #fail #jaffacakes #vegan https://t.co/tMljopeeMa",http://pbs.twimg.com/media/DbNiIlFX4AAUcbw.jpg,DbNiIlFX4AAUcbw.jpg,yes,yes,alt,987240695642640384
"These Swedish #macaroons were technically a #bakingfail (they melted flat), but salvageable (I folded and cut them) and delicious nonetheless. https://t.co/Q4VVqJ6aTg",http://pbs.twimg.com/media/Da7CMZ-UMAAM-HM.jpg,Da7CMZ-UMAAM-HM.jpg,yes,yes,partial,985938922986340352
When you’ve seen so many of @BecksBake beautiful meringues and think it will be no problem replicating these on first attempt  #bakingfail https://t.co/c0Lxm78N4V,http://pbs.twimg.com/media/D71cJIzW4AEifHb.jpg,D71cJIzW4AEifHb.jpg,yes,yes,partial,1134164000990740480
"#CakeFriday update.  The Magic Cake was magic after all, despite my #bakingfail!   Here's the recipe for anyone wanting to give it a try: https://t.co/3HmeQ5n8qp  And for the love of god, don't use a spring form pan! #lessonslearned @anuearthscience https://t.co/XoZCq273v3",http://pbs.twimg.com/media/DaoEYw1VQAANsMx.jpg,DaoEYw1VQAANsMx.jpg,yes,yes,perfect,984605673580212224
Sunday #bakingfail! Probably one of the strangest looking batch of muffins I’ve made. Any ideas why they’ve all taken on a weird shape? Oven too hot? X https://t.co/CB5fAaXrVW,http://pbs.twimg.com/media/DaOgUSQUMAAeVi9.jpg,DaOgUSQUMAAeVi9.jpg,yes,yes,partial,982805415694974976
#bakingfail #breadmachine I’m not sure what went wrong with this raisin bread....tastes fine but why didn’t the raisins stir in? Oops...the raisins are kind of over cooked too...‍♀️ https://t.co/u6B9VMzFub,http://pbs.twimg.com/media/D7b94SaU0AAENdU.jpg,D7b94SaU0AAENdU.jpg,yes,yes,partial,1132371506376237056
"My cakes flattened, and now they look like funny little bum holes. 
#sexybaking
#bakingfail
#bumhole https://t.co/HRAwS2UIDL",http://pbs.twimg.com/media/DZ-gxIpV4AAYVDN.jpg,DZ-gxIpV4AAYVDN.jpg,yes,yes,perfect,981680034308960257
"Note to self: Hob nobs need two trays... One day I will remember! ‍♀️ #BakingFail 
I will rename them hexagon or honeycomb biscuits #optimism 
#freefrom #milkfree #eggfree #wheatfree #soyafree https://t.co/zXUSjxdJEv",http://pbs.twimg.com/media/D7ahRSgXsAIownP.jpg,D7ahRSgXsAIownP.jpg,yes,yes,CD,1132269683401461760
"These lil guys have my partner blessing (and he's a picky one ), so I guess my #bakingfail has been greatly improved! My first #howtofixabakingfail video is coming soon!  #smallyoutuber #SmallYouTuberArmy #foodblogger #creatorontherise https://t.co/jHkmiVN6yt",http://pbs.twimg.com/media/DZ49Q1NWAAA-jL0.jpg,DZ49Q1NWAAA-jL0.jpg,yes,yes,perfect,981289141567741953
Remember my #bakingfail? It turned out to be a baking yay-l  #SmallYouTuberArmy #bakingmywayto1000 https://t.co/3CTXA5VAXQ,http://pbs.twimg.com/media/DZ3SUNvVQAUhAAs.jpg,DZ3SUNvVQAUhAAs.jpg,yes,yes,perfect,981171588442697731
Although we'd probably end up eating the crackers at this stage... #bakingfail https://t.co/jTU0fzYgeq https://t.co/aZ3EhtceMV,http://pbs.twimg.com/media/DZ2utFYXUAEuip8.jpg,DZ2utFYXUAEuip8.jpg,yes,yes,partial,981132385487065088
"Nothing like stripping the plastic gears on your #KitchenAid “Professional” 600, and having to finish your royal icing in your 30 yo KA Classic. #theydontmakethemliketheyusedto #cookierproblems #cookieartist #cookielife #bakingfail https://t.co/93cBhcn9Oo",http://pbs.twimg.com/media/D6ixaNPW0AAQoLb.jpg,D6ixaNPW0AAQoLb.jpg,yes,yes,partial,1128346795233484800
"Planned to make some cakes to take in to work for #IND2019, too tired for that. Tried to make cookies, ended up with a box of crumbs.  #bakingfail #NursesDay2019 https://t.co/6rxPvU4qc8",http://pbs.twimg.com/media/D6UOfAhWkAI5puD.jpg,D6UOfAhWkAI5puD.jpg,yes,yes,perfect,1127323222532329472
#BakingFail.... sigh... this is why I'm banned from the kitchen... it was gonna be a #dnd #castle https://t.co/wpinG5MwyU,http://pbs.twimg.com/media/DZ1twlPU8AQ3ZHR.jpg,DZ1twlPU8AQ3ZHR.jpg,yes,yes,partial,981060990690254848
"One of those days where I choose something simple to bake for Easter dessert, and nothing works out. Maybe I’ll stop for donuts...  #bakingfail https://t.co/udyiZYojFQ",http://pbs.twimg.com/tweet_video_thumb/DZtrGHNWsAA1MoS.jpg,DZtrGHNWsAA1MoS.jpg,yes,yes,alt,980495108691800065
May have misjudged the cookie  size coming out of the oven  if I cut them out no one will notice right  #bakingfail https://t.co/bVXPoHyhWr,http://pbs.twimg.com/media/D5zYxnGX4AAuZE7.jpg,D5zYxnGX4AAuZE7.jpg,yes,yes,partial,1125012364628307969
I don't have a bunny cookie cutter. These look like Easter A@# cookies #bakingfail #happyeaster https://t.co/omteWLmKHL,http://pbs.twimg.com/media/DZpf8i5VoAAPgWO.jpg,DZpf8i5VoAAPgWO.jpg,yes,yes,CD,980201392110493697
Made my hubby some sugar cookies from scratch. Didn't know they'd expand so much.  they were supposed to be bear's and elephants. Rofl. #bakingfail https://t.co/VZhaHclofL,http://pbs.twimg.com/media/DZVwL6GV4AAg3ve.jpg,DZVwL6GV4AAg3ve.jpg,yes,yes,partial,978811878163013633
Tryin to get on @NailedIt #bakingfail #NailedIt @nicolebyer https://t.co/Is4Dk9ixX7,http://pbs.twimg.com/media/DZRQCoXUMAA-_8V.jpg,DZRQCoXUMAA-_8V.jpg,yes,yes,partial,978495032901668864
That one time an attempt to bake Princess Peach was made. We instead achieved Proncess Pech. #bakingfail https://t.co/40GInegZK0,http://pbs.twimg.com/media/D5pQXUkXoAcGHhv.jpg,D5pQXUkXoAcGHhv.jpg,yes,yes,partial,1124299447674994688
I went to the trouble of making some bright red icing and I smother it in 100s&amp;1000s that you can hardly see it. #bakingfail ‍♂️ At least the lunchboxes will be bright &amp; colourful when they open them tomorrow #Dadlife #kitcheninsights https://t.co/DIKKiYrqp3,http://pbs.twimg.com/media/D5eieZoVUAUkgJY.jpg,D5eieZoVUAUkgJY.jpg,yes,yes,partial,1123545288986095617
#nailedit #bakingFail https://t.co/FG4oVWeqCJ,http://pbs.twimg.com/media/DZJ3edvVMAEL6IP.jpg,DZJ3edvVMAEL6IP.jpg,yes,yes,CD,977975450566889472
This was supposed to be dinner rolls #SMH #FML #BakingFail #NailedIt https://t.co/TGRb9aNM6p,http://pbs.twimg.com/media/D5NmJEwU4AAwJdi.jpg,D5NmJEwU4AAwJdi.jpg,yes,yes,alt,1122353044471963650
Tried to #bake a #cake this morning. Apparently following the directions is key. #toomuchinonepan #bakingfail https://t.co/VM77mKerlE,http://pbs.twimg.com/media/DZEtT20XcAMuqPA.jpg,DZEtT20XcAMuqPA.jpg,yes,yes,CD,977612438085410816
My attempt at sourdough cornbread was a flop—cornmeal is way different than corn masa or teff—but my bean salad was out of this world! #Vegan #vegetarian #vegetable #beans #salads #baking #BakingFail #FoodFri #food #glutenfree #gf #lowcarb #lowfat #protein #Cooking https://t.co/kDZ5IjXCsr,http://pbs.twimg.com/media/D5HPeYlXsAABRNP.jpg,D5HPeYlXsAABRNP.jpg,yes,yes,alt,1121905910077632514
Apparently muffins  #daffodiltea #bakingfail  @abercrombyPS https://t.co/l9alyOuV1G,http://pbs.twimg.com/media/DY1S8T0WkAE4j-N.jpg,DY1S8T0WkAE4j-N.jpg,yes,yes,partial,976528036861562880
Expectation vs. reality. I don’t think @PaulHollywood would be very kind with his critique of these.... #bakingfail #greatbritishbakingshow https://t.co/deVNJ0D3JQ,http://pbs.twimg.com/media/D4yvfyMWsAIkY1k.jpg,D4yvfyMWsAIkY1k.jpg,yes,yes,partial,1120463377921396737
Welp. #BakingFail #stillgood https://t.co/nZkbmqdeZb,http://pbs.twimg.com/media/DYmX5gOVMAAJIHp.jpg,DYmX5gOVMAAJIHp.jpg,yes,yes,partial,975477851293147136
When your chocolate muffins stick to the pan just remember the wise words of #ElaineBenes who knew no-one likes the stumps. There is a tray of muffin tops in our house now &amp; it’s all I plan to eat for the rest of the week. #seinfeld #topofthemuffintoyou #bakingfail https://t.co/oRs0eWgci2,http://pbs.twimg.com/tweet_video_thumb/D4wHMs2U8AAi59v.jpg,D4wHMs2U8AAi59v.jpg,yes,yes,partial,1120278331155333120
Today's lesson....doughnuts are hard to make at home ....and I really should have checked they were fully baked before glazing them! #bakingfail #sundaybaking #doughnutworry #tryagain https://t.co/3ey0oOcxbf,http://pbs.twimg.com/media/DYlaSrfWsAI8BOR.jpg,DYlaSrfWsAI8BOR.jpg,yes,yes,partial,975410249581678592
"@Tesco Errr, tried to bake your cinnamon bun from the magazine today. Perhaps didn’t quite turn out the same as yours. Can you tell them apart?? ‍♀️ #bakingfail https://t.co/KpyEGiqbLD",http://pbs.twimg.com/media/D4n6NxwXoAA1h3L.jpg,D4n6NxwXoAA1h3L.jpg,yes,yes,partial,1119701109059260416
"I present to you my first huuuuge baking fail  ""Thank God you're yummy"" (semi-quote) #bakingfail https://t.co/SJWgGPs2w3",http://pbs.twimg.com/media/DYaP6d9X0Ack1nh.jpg,DYaP6d9X0Ack1nh.jpg,yes,yes,partial,974624630676840450
"So, it’s my sweet 11 year-old’s bday today and this may be the my biggest #bakingfail I’ve ever had. Good news: 1) It still tastes good! And, 2) we have bowls. #reallife #stillallergysafe https://t.co/XWYbawivfe",http://pbs.twimg.com/media/D4O_mLMW0AY5q_4.jpg,D4O_mLMW0AY5q_4.jpg,yes,yes,partial,1117947803085438982
Or these cute hearts. Don't look green to me! Boo boo #bakingfail https://t.co/yYmkQaVbcw,http://pbs.twimg.com/media/DYW-UBbW4AApi3h.jpg,DYW-UBbW4AApi3h.jpg,yes,yes,CD,974394148882132997
"@senatorshoshana I’m baking to distract myself.However, not my best work. Hopefully it still tastes good once it’s out of the oven... #bakingfail https://t.co/iiYq0I7i92",http://pbs.twimg.com/media/DYL2ZqLXUAA7FMR.jpg,DYL2ZqLXUAA7FMR.jpg,yes,yes,partial,973611399678234624
"Huge baking fail: not cooked enough and too moist
Supposed to be a chocolate banana with nuts cake using old bananas while trying to adapt recipe for gluten-free/low fodmap diet
#glutenfree #nogluten #singluten #lactosefree #dairyfree #lowfodmap #nowaste #bakefail #bakingfail https://t.co/MSfxjxMUMo",http://pbs.twimg.com/media/D4G-lG-XkAUii4i.jpg,D4G-lG-XkAUii4i.jpg,yes,yes,alt,1117383772763299841
Joe made banana bread. Thanks @tasty @BostonBeernuts #tasty #baking #bakingfail #bananabread #homemade #snowday https://t.co/VuieHBUf1z,http://pbs.twimg.com/media/DYLR66SXkAIR_LT.jpg,DYLR66SXkAIR_LT.jpg,yes,yes,CD,973571318842118144
I accidentally a cloud... #BakingFail? #GonnaEatItAnyway https://t.co/71O4n3JCJG,http://pbs.twimg.com/media/D4EQ-GhWAAAy9e_.jpg,D4EQ-GhWAAAy9e_.jpg,yes,yes,partial,1117192850998026242
@SAshfield_TD @nicolebyer Here’s my #nailedit #bakingfail ! Complete with homemade fondant and rice crispie treat legs. At least I was the only one who cried. https://t.co/5HzxYLH2jE,http://pbs.twimg.com/media/DYDvxxfUQAUsSoG.jpg,DYDvxxfUQAUsSoG.jpg,yes,yes,alt,973041170174660610
@AntonyTCard @nicolebyer Here’s one - it’s real life and made my daughter cry at her 4th bday party - she asked “who punched Elsa in her eyes?” #bakingfail @mrsjonesmum https://t.co/GiaSgK0QWJ,http://pbs.twimg.com/media/DYCqC63UQAAc8x8.jpg,DYCqC63UQAAc8x8.jpg,yes,yes,partial,972964491649433603
When your bundt pan fails... make trifle. #Baking #BakingFail #trifle #BundtCake #BundtPanFail https://t.co/QUmi15XFy9 https://t.co/rW6K77Gbic,http://pbs.twimg.com/media/D3wFB_6XsAAehJ2.jpg,D3wFB_6XsAAehJ2.jpg,yes,yes,alt,1115772340602900480
@EW Here’s one - it’s real life and made my daughter cry at her 4th bday party - she asked “who punched Elsa in her eyes?” #bakingfail @mrsjonesmum https://t.co/TzVlpLBiLh,http://pbs.twimg.com/media/DYCpqNHVMAAw3Xi.jpg,DYCpqNHVMAAw3Xi.jpg,yes,yes,CD,972964067957645312
"This is for my students. I tried to make a Swiss roll for the first time today - a goal I set in class with my Level 3s. I want them to see that in learning and in life, it’s OK to get it wrong the first time! Just learn from your mistakes and try again. #bakingfail #learningwin https://t.co/EeB71qD4GU",http://pbs.twimg.com/media/D3gVC_eWAAAKkjJ.jpg,D3gVC_eWAAAKkjJ.jpg,yes,yes,perfect,1114664053950038016
Hmmm not quite what I was hoping for...  #bakingfail https://t.co/jXsVRT1dAg,http://pbs.twimg.com/media/DX3dkSDXcAENSHg.jpg,DX3dkSDXcAENSHg.jpg,yes,yes,CD,972176726968209411
Well I don't think I can expect to be invited on Cupcake Wars anytime soon #bakingfail https://t.co/fMKftZLK90,http://pbs.twimg.com/media/D3CTTRpU8AEOYTy.jpg,D3CTTRpU8AEOYTy.jpg,yes,yes,perfect,1112551081374941185
Netflix's New Show Is All About Pinterest Cooking Fails — And We're Here For It https://t.co/2OqefyIMyZ via @delishdotcom #cookingfail #cooking #bakingfail #netflix #baking #cookingshow #cafeterianerd #IfIDidntLaughIdCry https://t.co/9hxXQKMkaW,http://pbs.twimg.com/media/DXtIoa4UQAAayTh.jpg,DXtIoa4UQAAayTh.jpg,yes,yes,alt,971450021932650497
"Pancakes from batch 1 vs batch 3... I think my pan wasn’t hot enough the first round, they stuck to the pan and didn’t get as fluffy as the others. All part of the learning! #pancakes #vegan #bakingfail #cookingfail https://t.co/0xgrrMTkxV",http://pbs.twimg.com/media/D3AfgGaUkAErEqw.jpg,D3AfgGaUkAErEqw.jpg,yes,yes,partial,1112423756759076865
"Life lesson! If you are a hot mess just cover yourself in sprinkles and you will be fabulous still!!
#bakingfail #nailedit #amazing #fail #funfetticake https://t.co/wFsiRl2vNF",http://pbs.twimg.com/media/D2eNPrVUkAA1V1_.jpg,D2eNPrVUkAA1V1_.jpg,yes,yes,partial,1110011141114097664
My macarons are...not macarons #bakingfail https://t.co/F4AOuyhZJa,http://pbs.twimg.com/tweet_video_thumb/D2XbeNdXgAEihPw.jpg,D2XbeNdXgAEihPw.jpg,yes,yes,partial,1109534203119652865
"If you’re looking for a Pinterest Mom, keep moving...! #NailedIt #bakingfail #vegan #healthy  https://t.co/6hc6yDc7Dy",http://pbs.twimg.com/media/D2JwzzTXgAIWwzt.jpg,D2JwzzTXgAIWwzt.jpg,yes,yes,partial,1108572503939706882
